,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,SPAIN - LALIGA,2025-04-27,16:15,Villarreal,Espanyol, ROUND 26,1.45,5.0,6.0,1.3,3.4,2.5,1.5,1.03,15.0,1.22,4.33,1.68,2.05,1.95,1.8
2,ARGENTINA - TORNEO BETANO,2025-04-27,00:00,Belgrano,Argentinos Jrs, APERTURA,3.5,3.1,2.25,1.53,2.38,3.75,1.25,1.1,7.0,1.5,2.5,2.5,1.47,2.1,1.67
3,COSTA RICA - PRIMERA DIVISION,2025-04-27,00:00,San Carlos,Herediano, CLAUSURA,3.9,3.2,2.05,1.5,2.5,3.4,1.3,1.08,7.5,1.4,2.75,2.25,1.62,2.0,1.73
4,PARAGUAY - COPA DE PRIMERA,2025-04-27,00:00,Guarani,Nacional Asuncion, APERTURA,2.7,2.9,2.7,1.53,2.38,3.75,1.25,1.11,6.5,1.5,2.5,2.5,1.5,2.1,1.67
5,BRAZIL - SERIE A BETANO,2025-04-27,01:00,Sport Recife,Fortaleza, ROUND 6,2.15,3.4,3.3,1.44,2.63,3.4,1.3,1.08,8.0,1.4,3.0,2.25,1.62,1.95,1.8
6,BRAZIL - SERIE B SUPERBET,2025-04-27,01:00,Avai,America MG, ROUND 5,2.25,3.1,3.4,1.5,2.5,3.4,1.3,1.08,8.0,1.4,2.75,2.35,1.57,2.0,1.73
7,COSTA RICA - PRIMERA DIVISION,2025-04-27,01:00,Guanacasteca,Sporting San Jose, CLAUSURA,2.3,3.0,3.0,1.44,2.63,3.0,1.33,1.05,8.0,1.36,2.88,2.2,1.62,1.85,1.85
8,URUGUAY - LIGA AUF URUGUAYA,2025-04-27,01:15,Nacional,Wanderers, APERTURA,1.33,5.0,8.0,1.33,3.25,2.5,1.5,1.03,13.0,1.19,4.0,1.73,2.08,2.1,1.67
9,USA - MLS,2025-04-27,01:15,Orlando City,Atlanta Utd,-,1.85,3.5,4.33,1.29,3.5,2.38,1.53,1.03,15.0,1.18,4.5,1.62,2.25,1.57,2.25
10,COLOMBIA - PRIMERA A,2025-04-27,01:20,Deportes Tolima,La Equidad, APERTURA,1.57,3.6,6.5,1.5,2.5,3.4,1.3,1.08,8.0,1.4,2.75,2.25,1.62,2.25,1.57
