,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,SLOVAKIA - NIKE LIGA,2025-04-23,18:00,Zilina,Kosice, CHAMPIONSHIP GROUP,1.8,3.8,3.6,1.29,3.3,2.25,1.57,1.01,11.0,1.2,4.33,1.53,2.38,1.57,2.25
2,ITALY - SERIE A,2025-04-23,18:30,Torino,Udinese, ROUND 33,2.4,2.9,3.4,1.53,2.38,3.75,1.25,1.11,6.5,1.5,2.63,2.5,1.53,2.0,1.75
3,ITALY - SERIE A,2025-04-23,18:30,Cagliari,Fiorentina, ROUND 33,3.1,3.1,2.45,1.44,2.63,3.4,1.3,1.08,8.0,1.36,3.2,2.2,1.67,1.91,1.91
4,ITALY - SERIE A,2025-04-23,18:30,Genoa,Lazio, ROUND 33,3.4,3.2,2.25,1.5,2.5,3.5,1.29,1.08,8.0,1.4,3.0,2.3,1.62,2.0,1.75
5,ITALY - SERIE A,2025-04-23,18:30,Parma,Juventus, ROUND 33,5.0,3.6,1.73,1.4,2.75,3.0,1.36,1.06,10.0,1.3,3.5,2.04,1.86,1.91,1.91
6,SOUTH AMERICA - COPA LIBERTADORES,2025-04-23,00:00,Alianza Lima (Per),Talleres Cordoba (Arg), GROUP STAGE,3.0,2.9,2.5,1.62,2.2,4.0,1.22,1.13,6.0,1.53,2.38,2.7,1.44,2.2,1.62
7,SOUTH AMERICA - COPA LIBERTADORES,2025-04-23,00:00,Carabobo (Ven),U. De Chile (Chi), GROUP STAGE,4.0,3.0,2.15,1.62,2.2,4.0,1.22,1.11,6.5,1.53,2.38,2.7,1.44,2.2,1.62
8,SOUTH AMERICA - COPA LIBERTADORES,2025-04-23,00:00,LDU Quito (Ecu),Flamengo RJ (Bra), GROUP STAGE,3.1,3.1,2.45,1.53,2.38,3.5,1.29,1.1,7.0,1.4,2.75,2.35,1.57,2.0,1.75
9,ARGENTINA - TORNEO BETANO,2025-04-23,00:00,Argentinos Jrs,Barracas Central, APERTURA,1.48,3.9,8.5,1.5,2.5,3.4,1.3,1.08,8.0,1.4,2.75,2.25,1.62,2.5,1.5
10,ARGENTINA - TORNEO BETANO,2025-04-23,00:00,Tigre,Belgrano, APERTURA,1.95,3.3,3.9,1.53,2.38,3.75,1.25,1.08,7.5,1.44,2.63,2.4,1.53,2.1,1.67
11,SOUTH AMERICA - COPA SUDAMERICANA,2025-04-23,00:00,Boston River (Uru),Nacional Potosi (Bol), GROUP STAGE,1.5,4.2,6.5,1.4,2.75,3.0,1.36,1.06,9.5,1.33,3.25,2.05,1.8,2.2,1.62
12,SOUTH AMERICA - COPA SUDAMERICANA,2025-04-23,00:00,Guarani (Par),Independiente (Arg), GROUP STAGE,5.0,3.5,1.8,1.53,2.38,3.75,1.25,1.1,7.0,1.44,2.63,2.4,1.53,2.25,1.57
13,COLOMBIA - PRIMERA B,2025-04-23,02:00,Boca Juniors,Orsomarso, APERTURA,2.9,2.8,2.5,1.57,2.25,3.6,1.25,1.11,6.0,1.53,2.38,2.63,1.44,2.15,1.61
14,ARGENTINA - TORNEO BETANO,2025-04-23,02:15,Ind. Rivadavia,Aldosivi, APERTURA,1.85,3.3,4.75,1.53,2.38,3.5,1.29,1.08,8.0,1.44,2.63,2.4,1.53,2.2,1.62
