,League,Date,Time,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over15,HT_Odd_Under15,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
1,BRAZIL - SERIE B,2025-04-13,00:00,Amazonas,Ferroviaria, ROUND 2,2.15,2.9,3.8,1.57,2.25,3.75,1.25,1.11,6.5,1.5,2.5,2.5,1.5,2.1,1.67
2,BRAZIL - SERIE B,2025-04-13,00:00,Novorizontino,Volta Redonda, ROUND 2,1.62,3.6,5.75,1.5,2.5,3.5,1.29,1.08,8.0,1.44,2.63,2.35,1.57,2.25,1.57
3,COLOMBIA - PRIMERA B,2025-04-13,00:00,Barranquilla,Bogota, APERTURA,1.7,3.6,4.33,1.4,2.75,2.75,1.4,1.02,10.0,1.29,3.4,1.83,1.83,1.8,1.91
4,COSTA RICA - PRIMERA DIVISION,2025-04-13,00:00,Cartagines,Zeledon, CLAUSURA,1.55,3.7,6.0,1.44,2.63,3.25,1.33,1.07,9.0,1.33,3.25,2.05,1.75,2.1,1.67
5,VENEZUELA - LIGA FUTVE,2025-04-13,00:00,Metropolitanos,Universidad Central, APERTURA,2.6,2.8,2.8,1.5,2.4,3.3,1.29,1.08,6.5,1.44,2.6,2.38,1.53,1.95,1.75
6,BRAZIL - SERIE B,2025-04-13,01:00,Operario-PR,Goias, ROUND 2,2.4,2.7,3.6,1.62,2.2,4.0,1.22,1.13,6.0,1.53,2.38,2.7,1.44,2.2,1.62
7,COLOMBIA - PRIMERA B,2025-04-13,01:00,Huila,Inter Palmira, APERTURA,2.2,3.0,3.3,1.53,2.38,3.3,1.29,1.09,6.0,1.5,2.5,2.38,1.53,2.1,1.67
8,MEXICO - LIGA MX,2025-04-13,01:00,Club Leon,Puebla, CLAUSURA,1.6,4.1,5.25,1.36,3.0,2.63,1.44,1.04,13.0,1.25,3.75,1.75,2.05,1.91,1.91
9,MEXICO - LIGA MX,2025-04-13,01:00,UNAM Pumas,Juarez, CLAUSURA,1.85,3.6,4.1,1.4,2.75,3.0,1.36,1.06,10.0,1.3,3.4,2.03,1.83,1.91,1.91
10,USA - USL CHAMPIONSHIP,2025-04-13,01:00,Lexington,Las Vegas Lights,-,1.83,3.4,3.6,1.36,2.88,2.65,1.42,1.02,11.0,1.29,3.4,1.83,1.85,1.77,1.93
11,COLOMBIA - PRIMERA A,2025-04-13,01:20,Dep. Pasto,Junior, APERTURA,2.35,2.88,3.5,1.62,2.2,4.0,1.22,1.13,6.0,1.57,2.25,2.88,1.4,2.25,1.54
12,ARGENTINA - TORNEO BETANO,2025-04-13,01:30,Belgrano,Boca Juniors, APERTURA,3.4,3.0,2.35,1.57,2.25,3.75,1.25,1.1,7.0,1.5,2.5,2.5,1.5,2.05,1.7
13,USA - MLS,2025-04-13,01:30,CF Montreal,Charlotte,-,2.4,3.2,3.0,1.44,2.63,3.25,1.33,1.07,9.0,1.36,3.0,2.1,1.7,1.8,1.95
14,USA - MLS,2025-04-13,01:30,DC United,FC Cincinnati,-,2.3,3.6,2.9,1.3,3.4,2.38,1.53,1.03,15.0,1.18,4.5,1.62,2.25,1.5,2.5
15,USA - MLS,2025-04-13,01:30,New York City,Philadelphia Union,-,2.2,3.4,3.3,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.85,2.0,1.67,2.1
16,USA - MLS,2025-04-13,01:30,Vancouver Whitecaps,Austin FC,-,1.85,3.6,4.2,1.4,2.75,2.75,1.4,1.05,11.0,1.29,3.5,1.93,1.93,1.8,1.95
17,USA - USL CHAMPIONSHIP,2025-04-13,01:30,Charleston,Pittsburgh,-,1.85,3.0,4.0,1.55,2.3,3.5,1.25,1.11,6.0,1.53,2.35,2.55,1.45,2.25,1.55
18,USA - USL CHAMPIONSHIP,2025-04-13,01:30,Tampa Bay,Loudoun,-,1.77,3.5,3.7,1.35,2.95,2.6,1.44,1.01,11.5,1.25,3.5,1.77,1.9,1.73,1.95
19,BOLIVIA - DIVISION PROFESIONAL,2025-04-13,02:00,Aurora,SA Bulo Bulo, ROUND 3,1.5,3.9,6.25,1.36,3.0,2.75,1.4,1.05,11.0,1.25,3.75,1.83,1.98,1.91,1.8
20,BRAZIL - SERIE A BETANO,2025-04-13,02:00,Vasco,Sport Recife, ROUND 3,1.95,3.4,4.0,1.5,2.5,3.4,1.3,1.08,8.0,1.4,3.0,2.25,1.62,2.0,1.75
21,CHILE - LIGA DE PRIMERA,2025-04-13,02:00,A. Italiano,O'Higgins, ROUND 7,2.15,3.25,3.5,1.4,2.75,3.0,1.36,1.05,11.0,1.29,3.5,1.95,1.9,1.73,2.0
22,COSTA RICA - PRIMERA DIVISION,2025-04-13,02:00,AD Santos,Sporting San Jose, CLAUSURA,2.15,3.0,3.6,1.5,2.5,3.4,1.3,1.08,8.0,1.4,2.75,2.25,1.62,1.91,1.8
23,PERU - LIGA 1,2025-04-13,02:00,Cienciano,Alianza Huanuco, APERTURA,1.55,3.9,5.75,1.3,3.4,2.5,1.5,1.02,15.0,1.17,4.33,1.67,2.15,1.73,2.0
24,USA - USL CHAMPIONSHIP,2025-04-13,02:00,FC Tulsa,Oakland Roots,-,1.83,3.25,3.8,1.45,2.5,3.2,1.3,1.05,8.5,1.42,2.7,2.2,1.57,2.05,1.66
25,USA - MLS,2025-04-13,02:30,FC Dallas,Seattle Sounders,-,2.7,3.2,2.65,1.44,2.63,3.25,1.33,1.06,10.0,1.3,3.4,2.05,1.75,1.77,1.92
26,USA - MLS,2025-04-13,02:30,Nashville SC,Real Salt Lake,-,1.79,3.8,4.2,1.36,3.0,2.63,1.44,1.04,13.0,1.25,3.75,1.85,2.0,1.72,2.0
